job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_type,skills_list,skills_count,salary_outlier,salary_usd_trimmed
AI00011,Autonomous Systems Engineer,102322,Senior-Level,Part-Time,Sweden,Medium (50-250),Sweden,100,"MLOps, Python, SQL",Associate,8,Telecommunications,2025-01-29,2025-03-05,1047,9.9,Smart Analytics,Fully Remote,"['mlops', 'python', 'sql']",3,False,102322.0
AI00012,AI Architect,115047,Executive,Contract,South Korea,Small (<50),South Korea,0,"R, Data Visualization, Python, Azure",Master,15,Manufacturing,2024-07-16,2024-08-19,513,6.8,TechCorp Inc,Onsite,"['r', 'data visualization', 'python', 'azure']",4,False,115047.0
AI00013,AI Consultant,124355,Senior-Level,Contract,France,Medium (50-250),France,100,"Tableau, Python, TensorFlow",PhD,5,Automotive,2024-12-29,2025-01-27,760,5.2,Predictive Systems,Fully Remote,"['tableau', 'python', 'tensorflow']",3,False,124355.0
AI00014,Autonomous Systems Engineer,68760,Entry-Level,Contract,Norway,Small (<50),Norway,0,"Scala, SQL, Statistics",Master,0,Energy,2024-02-11,2024-02-25,1657,9.1,Cloud AI Solutions,Onsite,"['scala', 'sql', 'statistics']",3,False,68760.0
AI00015,AI Research Scientist,150122,Senior-Level,Full-Time,Sweden,Medium (50-250),Sweden,100,"PyTorch, Python, Data Visualization, GCP",Associate,6,Technology,2024-10-02,2024-11-26,1466,9.8,Advanced Robotics,Fully Remote,"['pytorch', 'python', 'data visualization', 'gcp']",4,False,150122.0
AI00016,AI Product Manager,78846,Entry-Level,Part-Time,United Kingdom,Large (>250),Israel,0,"Linux, Statistics, Deep Learning",PhD,0,Consulting,2024-09-28,2024-10-26,2059,9.6,DataVision Ltd,Onsite,"['linux', 'statistics', 'deep learning']",3,False,78846.0
AI00017,Principal Data Scientist,59823,Entry-Level,Full-Time,India,Large (>250),India,100,"Tableau, NLP, Spark",Bachelor,1,Real Estate,2025-02-06,2025-03-26,1200,5.8,Predictive Systems,Fully Remote,"['tableau', 'nlp', 'spark']",3,False,59823.0
AI00018,Machine Learning Engineer,181139,Executive,Contract,France,Large (>250),France,100,"MLOps, PyTorch, Azure",Associate,15,Real Estate,2024-04-24,2024-06-03,2142,8.7,AI Innovations,Fully Remote,"['mlops', 'pytorch', 'azure']",3,False,181139.0
AI00019,Data Engineer,155300,Senior-Level,Contract,Singapore,Medium (50-250),Singapore,0,"Git, Hadoop, R, Python, Spark",Associate,9,Finance,2024-04-30,2024-05-29,589,8.6,Algorithmic Solutions,Onsite,"['git', 'hadoop', 'r', 'python', 'spark']",5,False,155300.0
AI00020,Research Scientist,93851,Mid-Level,Part-Time,Netherlands,Large (>250),Germany,100,"Java, Scala, NLP, Docker, Computer Vision",PhD,4,Transportation,2024-05-01,2024-07-02,1809,6.7,AI Innovations,Fully Remote,"['java', 'scala', 'nlp', 'docker', 'computer vision']",5,False,93851.0
AI00021,Data Engineer,134197,Mid-Level,Full-Time,Norway,Medium (50-250),France,0,"Deep Learning, AWS, Azure",Bachelor,3,Telecommunications,2024-06-21,2024-08-28,969,9.6,AI Innovations,Onsite,"['deep learning', 'aws', 'azure']",3,False,134197.0
AI00022,Autonomous Systems Engineer,102550,Mid-Level,Part-Time,United States,Medium (50-250),United States,0,"Tableau, Spark, NLP, TensorFlow, PyTorch",Bachelor,2,Automotive,2024-04-23,2024-06-23,625,10.0,Cognitive Computing,Onsite,"['tableau', 'spark', 'nlp', 'tensorflow', 'pytorch']",5,False,102550.0
AI00023,ML Ops Engineer,99382,Senior-Level,Contract,Germany,Small (<50),Germany,0,"Hadoop, Git, Tableau",PhD,7,Automotive,2025-03-13,2025-05-11,1629,6.9,Quantum Computing Inc,Onsite,"['hadoop', 'git', 'tableau']",3,False,99382.0
AI00024,AI Product Manager,52167,Mid-Level,Full-Time,Austria,Medium (50-250),Ireland,100,"Git, Hadoop, Docker",Master,4,Telecommunications,2024-06-07,2024-06-24,2298,9.3,Cloud AI Solutions,Fully Remote,"['git', 'hadoop', 'docker']",3,False,52167.0
AI00025,ML Ops Engineer,53923,Mid-Level,Full-Time,China,Small (<50),China,0,"AWS, Azure, Git, SQL, Computer Vision",Bachelor,2,Healthcare,2024-10-27,2024-11-18,1006,7.4,AI Innovations,Onsite,"['aws', 'azure', 'git', 'sql', 'computer vision']",5,False,53923.0
AI00026,Robotics Engineer,109779,Senior-Level,Part-Time,Israel,Large (>250),Israel,100,"Linux, Git, Tableau, Kubernetes, Data Visualization",PhD,6,Government,2024-08-01,2024-10-02,1146,8.8,DataVision Ltd,Fully Remote,"['linux', 'git', 'tableau', 'kubernetes', 'data visualization']",5,False,109779.0
AI00027,ML Ops Engineer,80979,Mid-Level,Contract,Australia,Small (<50),India,50,"Hadoop, Linux, Git, Scala",Master,2,Media,2024-11-18,2025-01-18,2109,7.7,TechCorp Inc,Hybrid,"['hadoop', 'linux', 'git', 'scala']",4,False,80979.0
AI00028,Data Analyst,52997,Mid-Level,Part-Time,Austria,Medium (50-250),Singapore,0,"Mathematics, Kubernetes, TensorFlow, Tableau, PyTorch",PhD,2,Government,2025-01-10,2025-02-20,2101,8.6,Predictive Systems,Onsite,"['mathematics', 'kubernetes', 'tensorflow', 'tableau', 'pytorch']",5,False,52997.0
AI00029,Head of AI,42819,Entry-Level,Contract,Ireland,Medium (50-250),Ireland,50,"Python, Scala, NLP, Mathematics, Git",PhD,0,Healthcare,2024-10-08,2024-11-20,2187,8.6,Cognitive Computing,Hybrid,"['python', 'scala', 'nlp', 'mathematics', 'git']",5,False,42819.0
AI00030,ML Ops Engineer,82083,Mid-Level,Contract,Israel,Large (>250),Israel,100,"Azure, Python, Computer Vision, Kubernetes, TensorFlow",Master,2,Retail,2024-01-18,2024-02-25,1212,6.3,Future Systems,Fully Remote,"['azure', 'python', 'computer vision', 'kubernetes', 'tensorflow']",5,False,82083.0
AI00031,Head of AI,67488,Entry-Level,Full-Time,Netherlands,Medium (50-250),Netherlands,100,"Deep Learning, GCP, AWS, Linux, Tableau",Master,1,Retail,2024-05-16,2024-07-26,887,6.0,Advanced Robotics,Fully Remote,"['deep learning', 'gcp', 'aws', 'linux', 'tableau']",5,False,67488.0
AI00032,Research Scientist,68624,Entry-Level,Full-Time,Denmark,Medium (50-250),Denmark,0,"Azure, Python, Spark",Master,1,Real Estate,2024-01-31,2024-03-08,1910,9.2,Cloud AI Solutions,Onsite,"['azure', 'python', 'spark']",3,False,68624.0
AI00033,Robotics Engineer,146852,Senior-Level,Full-Time,Switzerland,Small (<50),Switzerland,50,"NLP, Scala, Python",PhD,7,Real Estate,2024-08-28,2024-09-20,684,5.3,Cognitive Computing,Hybrid,"['nlp', 'scala', 'python']",3,False,146852.0
AI00034,ML Ops Engineer,178183,Executive,Freelance,Finland,Medium (50-250),Finland,0,"Tableau, Azure, GCP, Linux, Python",Associate,16,Education,2024-03-01,2024-03-19,1850,5.7,Predictive Systems,Onsite,"['tableau', 'azure', 'gcp', 'linux', 'python']",5,False,178183.0
AI00035,Deep Learning Engineer,150864,Senior-Level,Freelance,Sweden,Large (>250),Singapore,0,"R, GCP, MLOps, Linux",PhD,8,Consulting,2024-10-26,2024-12-25,1504,7.9,Smart Analytics,Onsite,"['r', 'gcp', 'mlops', 'linux']",4,False,150864.0
AI00036,Head of AI,126942,Executive,Contract,Finland,Large (>250),Netherlands,0,"Git, Hadoop, Data Visualization",Associate,10,Finance,2024-01-31,2024-02-26,1261,9.9,Autonomous Tech,Onsite,"['git', 'hadoop', 'data visualization']",3,False,126942.0
AI00037,AI Architect,53752,Mid-Level,Part-Time,Japan,Medium (50-250),Japan,100,"Data Visualization, Tableau, AWS, Mathematics, Python",Associate,2,Telecommunications,2024-10-17,2024-11-12,998,6.1,TechCorp Inc,Fully Remote,"['data visualization', 'tableau', 'aws', 'mathematics', 'python']",5,False,53752.0
AI00038,Robotics Engineer,111381,Executive,Contract,Israel,Small (<50),Israel,0,"Linux, PyTorch, SQL, Statistics",Master,18,Government,2024-01-14,2024-03-12,1030,8.1,Autonomous Tech,Onsite,"['linux', 'pytorch', 'sql', 'statistics']",4,False,111381.0
AI00039,AI Specialist,41430,Entry-Level,Part-Time,China,Medium (50-250),China,50,"Tableau, Docker, GCP",Bachelor,1,Healthcare,2024-06-15,2024-07-29,2323,8.0,Future Systems,Hybrid,"['tableau', 'docker', 'gcp']",3,False,41430.0
AI00040,Data Engineer,166080,Executive,Freelance,Netherlands,Large (>250),Netherlands,100,"Computer Vision, Azure, Tableau",Associate,15,Government,2024-03-01,2024-05-01,831,5.1,DeepTech Ventures,Fully Remote,"['computer vision', 'azure', 'tableau']",3,False,166080.0
AI00041,Data Scientist,96956,Mid-Level,Full-Time,United States,Medium (50-250),China,0,"Data Visualization, Azure, Spark, MLOps",Bachelor,2,Telecommunications,2024-02-24,2024-03-09,761,5.3,DataVision Ltd,Onsite,"['data visualization', 'azure', 'spark', 'mlops']",4,False,96956.0
AI00042,AI Architect,196954,Senior-Level,Freelance,United States,Large (>250),United States,50,"Java, Mathematics, SQL",Bachelor,8,Finance,2025-03-17,2025-04-16,2290,7.5,DataVision Ltd,Hybrid,"['java', 'mathematics', 'sql']",3,False,196954.0
AI00043,AI Specialist,56745,Entry-Level,Part-Time,Finland,Large (>250),Finland,100,"Spark, Mathematics, GCP",Associate,1,Telecommunications,2025-02-01,2025-04-11,502,5.5,Quantum Computing Inc,Fully Remote,"['spark', 'mathematics', 'gcp']",3,False,56745.0
AI00044,Machine Learning Researcher,113455,Senior-Level,Full-Time,Singapore,Medium (50-250),Singapore,50,"Hadoop, Docker, Python, Azure",Associate,8,Retail,2024-04-24,2024-06-12,1281,8.0,AI Innovations,Hybrid,"['hadoop', 'docker', 'python', 'azure']",4,False,113455.0
AI00045,ML Ops Engineer,158808,Senior-Level,Part-Time,Netherlands,Medium (50-250),Netherlands,50,"Docker, R, Linux",Bachelor,5,Media,2025-03-03,2025-05-03,1926,7.4,Future Systems,Hybrid,"['docker', 'r', 'linux']",3,False,158808.0
AI00046,AI Research Scientist,174663,Senior-Level,Contract,United States,Medium (50-250),Singapore,50,"Data Visualization, Statistics, R",Associate,7,Media,2024-01-10,2024-03-22,1151,5.4,DeepTech Ventures,Hybrid,"['data visualization', 'statistics', 'r']",3,False,174663.0
AI00047,AI Research Scientist,46753,Entry-Level,Contract,India,Small (<50),India,50,"Scala, Java, Tableau",PhD,1,Manufacturing,2024-11-16,2024-12-18,2012,9.7,Quantum Computing Inc,Hybrid,"['scala', 'java', 'tableau']",3,False,46753.0
AI00048,AI Software Engineer,69020,Mid-Level,Freelance,China,Large (>250),China,0,"Java, Azure, GCP",Bachelor,4,Energy,2024-09-05,2024-10-25,1584,8.8,TechCorp Inc,Onsite,"['java', 'azure', 'gcp']",3,False,69020.0
AI00049,AI Specialist,288815,Executive,Part-Time,Switzerland,Small (<50),Switzerland,0,"Deep Learning, Git, Data Visualization, Linux, Java",Bachelor,12,Manufacturing,2024-08-08,2024-09-23,1930,7.2,Cognitive Computing,Onsite,"['deep learning', 'git', 'data visualization', 'linux', 'java']",5,True,260751.625
AI00050,AI Consultant,124871,Executive,Freelance,Austria,Medium (50-250),Finland,50,"Hadoop, AWS, Linux, Docker, Statistics",PhD,19,Media,2025-03-10,2025-05-17,1556,8.0,Autonomous Tech,Hybrid,"['hadoop', 'aws', 'linux', 'docker', 'statistics']",5,False,124871.0
AI00051,AI Architect,70391,Mid-Level,Full-Time,Germany,Small (<50),Germany,0,"Deep Learning, SQL, Mathematics",PhD,4,Government,2024-08-16,2024-10-19,1974,9.2,TechCorp Inc,Onsite,"['deep learning', 'sql', 'mathematics']",3,False,70391.0
AI00052,Research Scientist,115376,Executive,Full-Time,India,Medium (50-250),India,100,"Linux, R, Azure, Mathematics, Git",Master,17,Technology,2024-03-12,2024-04-14,2028,5.5,Autonomous Tech,Fully Remote,"['linux', 'r', 'azure', 'mathematics', 'git']",5,False,115376.0
AI00053,Research Scientist,106579,Mid-Level,Part-Time,United States,Small (<50),United States,100,"Docker, Tableau, Mathematics",Associate,3,Gaming,2024-02-24,2024-05-02,2028,5.4,Cognitive Computing,Fully Remote,"['docker', 'tableau', 'mathematics']",3,False,106579.0
AI00054,Data Scientist,135230,Senior-Level,Part-Time,Norway,Small (<50),Norway,100,"R, PyTorch, Kubernetes, Computer Vision",PhD,8,Consulting,2024-07-07,2024-09-09,1219,7.5,DataVision Ltd,Fully Remote,"['r', 'pytorch', 'kubernetes', 'computer vision']",4,False,135230.0
AI00055,Research Scientist,67607,Mid-Level,Part-Time,Israel,Small (<50),Israel,50,"Python, Tableau, TensorFlow, AWS",Master,4,Media,2024-08-05,2024-08-26,1714,8.6,Quantum Computing Inc,Hybrid,"['python', 'tableau', 'tensorflow', 'aws']",4,False,67607.0
AI00056,AI Architect,88470,Mid-Level,Part-Time,Canada,Large (>250),Canada,0,"Azure, Kubernetes, TensorFlow, Statistics, Spark",Associate,3,Real Estate,2024-07-29,2024-09-27,1528,9.1,Autonomous Tech,Onsite,"['azure', 'kubernetes', 'tensorflow', 'statistics', 'spark']",5,False,88470.0
AI00057,Autonomous Systems Engineer,79863,Mid-Level,Freelance,India,Large (>250),India,100,"Python, Docker, GCP, Scala",Associate,4,Automotive,2024-09-28,2024-10-26,1325,5.6,Autonomous Tech,Fully Remote,"['python', 'docker', 'gcp', 'scala']",4,False,79863.0
AI00058,Machine Learning Engineer,60299,Entry-Level,Part-Time,Israel,Large (>250),Israel,100,"Git, Linux, Python, TensorFlow, Mathematics",PhD,0,Finance,2025-03-22,2025-05-01,1872,6.6,Advanced Robotics,Fully Remote,"['git', 'linux', 'python', 'tensorflow', 'mathematics']",5,False,60299.0
AI00059,Machine Learning Engineer,85645,Mid-Level,Full-Time,Germany,Medium (50-250),Germany,0,"PyTorch, Computer Vision, R",Associate,4,Transportation,2024-02-09,2024-03-06,793,7.9,AI Innovations,Onsite,"['pytorch', 'computer vision', 'r']",3,False,85645.0
AI00060,AI Software Engineer,110222,Senior-Level,Freelance,United Kingdom,Small (<50),France,0,"R, Spark, AWS",Associate,8,Media,2024-03-20,2024-05-05,1945,9.0,TechCorp Inc,Onsite,"['r', 'spark', 'aws']",3,False,110222.0
AI00061,Data Scientist,49365,Entry-Level,Full-Time,China,Medium (50-250),China,0,"Tableau, NLP, Azure, Statistics, PyTorch",Associate,1,Finance,2024-06-22,2024-08-14,1907,10.0,Predictive Systems,Onsite,"['tableau', 'nlp', 'azure', 'statistics', 'pytorch']",5,False,49365.0
AI00062,Data Scientist,162296,Senior-Level,Part-Time,Norway,Small (<50),Norway,50,"TensorFlow, Azure, Computer Vision, Data Visualization",Bachelor,6,Finance,2024-06-05,2024-07-01,1714,6.2,Neural Networks Co,Hybrid,"['tensorflow', 'azure', 'computer vision', 'data visualization']",4,False,162296.0
AI00063,AI Consultant,102382,Mid-Level,Part-Time,Switzerland,Medium (50-250),Switzerland,0,"TensorFlow, Scala, Docker, Statistics",PhD,3,Education,2024-03-23,2024-06-03,2199,5.8,Smart Analytics,Onsite,"['tensorflow', 'scala', 'docker', 'statistics']",4,False,102382.0
AI00064,AI Software Engineer,99972,Mid-Level,Part-Time,Australia,Medium (50-250),Canada,50,"Java, R, Deep Learning, NLP, Azure",PhD,4,Technology,2024-02-20,2024-03-15,799,6.5,Cloud AI Solutions,Hybrid,"['java', 'r', 'deep learning', 'nlp', 'azure']",5,False,99972.0
AI00065,Data Engineer,64129,Entry-Level,Contract,South Korea,Large (>250),South Korea,0,"Java, Git, Deep Learning",Bachelor,0,Manufacturing,2024-12-15,2025-02-11,909,7.1,Machine Intelligence Group,Onsite,"['java', 'git', 'deep learning']",3,False,64129.0
AI00066,AI Specialist,87938,Senior-Level,Full-Time,Ireland,Small (<50),Ireland,100,"Mathematics, Spark, Python, AWS",PhD,8,Education,2024-12-15,2025-02-12,508,8.1,Machine Intelligence Group,Fully Remote,"['mathematics', 'spark', 'python', 'aws']",4,False,87938.0
AI00067,Autonomous Systems Engineer,71405,Mid-Level,Freelance,Israel,Large (>250),Israel,0,"SQL, Java, MLOps, Linux, PyTorch",Associate,4,Retail,2024-09-01,2024-10-29,1153,9.5,Advanced Robotics,Onsite,"['sql', 'java', 'mlops', 'linux', 'pytorch']",5,False,71405.0
AI00068,Machine Learning Engineer,316182,Executive,Part-Time,Denmark,Medium (50-250),Canada,0,"Python, Scala, Statistics, Git",Associate,12,Finance,2025-02-09,2025-02-23,2452,7.0,Digital Transformation LLC,Onsite,"['python', 'scala', 'statistics', 'git']",4,True,260751.625
AI00069,Machine Learning Researcher,72459,Entry-Level,Part-Time,Germany,Medium (50-250),Germany,100,"Hadoop, Python, Kubernetes, Azure",Bachelor,0,Gaming,2024-08-30,2024-09-15,583,9.6,Quantum Computing Inc,Fully Remote,"['hadoop', 'python', 'kubernetes', 'azure']",4,False,72459.0
AI00070,Principal Data Scientist,78338,Mid-Level,Full-Time,France,Large (>250),France,100,"MLOps, Kubernetes, Git, Python",Associate,3,Technology,2024-10-31,2024-12-15,548,8.7,Cognitive Computing,Fully Remote,"['mlops', 'kubernetes', 'git', 'python']",4,False,78338.0
AI00071,NLP Engineer,51907,Mid-Level,Freelance,Israel,Medium (50-250),Singapore,100,"AWS, Kubernetes, Azure",Bachelor,4,Healthcare,2024-02-14,2024-04-02,912,8.2,Neural Networks Co,Fully Remote,"['aws', 'kubernetes', 'azure']",3,False,51907.0
AI00072,Autonomous Systems Engineer,122831,Senior-Level,Freelance,France,Small (<50),France,100,"PyTorch, Kubernetes, Git, SQL",Master,7,Real Estate,2024-05-31,2024-06-19,761,8.4,Algorithmic Solutions,Fully Remote,"['pytorch', 'kubernetes', 'git', 'sql']",4,False,122831.0
AI00073,Machine Learning Researcher,124820,Mid-Level,Freelance,Norway,Small (<50),Norway,50,"NLP, Azure, Statistics, Spark, Mathematics",Associate,3,Real Estate,2024-08-02,2024-10-01,2077,9.9,Cognitive Computing,Hybrid,"['nlp', 'azure', 'statistics', 'spark', 'mathematics']",5,False,124820.0
AI00074,Autonomous Systems Engineer,134200,Senior-Level,Part-Time,United Kingdom,Small (<50),United Kingdom,50,"Linux, R, Tableau",PhD,9,Retail,2024-11-29,2025-01-09,2396,7.8,Machine Intelligence Group,Hybrid,"['linux', 'r', 'tableau']",3,False,134200.0
AI00075,Data Engineer,51920,Entry-Level,Part-Time,Sweden,Small (<50),Finland,100,"Scala, R, Tableau, Data Visualization",PhD,0,Consulting,2025-04-08,2025-05-13,1778,7.9,Digital Transformation LLC,Fully Remote,"['scala', 'r', 'tableau', 'data visualization']",4,False,51920.0
AI00076,Data Engineer,56427,Entry-Level,Freelance,Singapore,Medium (50-250),Singapore,100,"Mathematics, Kubernetes, Spark",Master,0,Energy,2024-11-16,2025-01-25,1366,5.2,DeepTech Ventures,Fully Remote,"['mathematics', 'kubernetes', 'spark']",3,False,56427.0
AI00077,AI Product Manager,213783,Executive,Full-Time,Canada,Small (<50),Canada,100,"Kubernetes, Spark, Statistics, Scala",Bachelor,16,Energy,2024-09-19,2024-10-06,2383,9.2,Quantum Computing Inc,Fully Remote,"['kubernetes', 'spark', 'statistics', 'scala']",4,False,213783.0
AI00078,ML Ops Engineer,59728,Mid-Level,Freelance,Israel,Medium (50-250),Israel,50,"MLOps, SQL, Statistics",Associate,2,Finance,2024-06-10,2024-08-13,1350,7.5,DataVision Ltd,Hybrid,"['mlops', 'sql', 'statistics']",3,False,59728.0
AI00079,Computer Vision Engineer,119432,Senior-Level,Contract,India,Large (>250),India,0,"Scala, MLOps, NLP",PhD,6,Technology,2024-04-20,2024-06-08,1008,6.3,Autonomous Tech,Onsite,"['scala', 'mlops', 'nlp']",3,False,119432.0
AI00080,AI Research Scientist,284486,Executive,Contract,United States,Medium (50-250),United States,0,"PyTorch, Linux, SQL",Master,12,Consulting,2025-02-13,2025-03-10,2231,7.0,TechCorp Inc,Onsite,"['pytorch', 'linux', 'sql']",3,True,260751.625
AI00081,Data Analyst,157597,Executive,Contract,France,Large (>250),France,50,"Git, Kubernetes, TensorFlow, R, Java",Bachelor,17,Manufacturing,2024-08-31,2024-09-15,639,8.4,Neural Networks Co,Hybrid,"['git', 'kubernetes', 'tensorflow', 'r', 'java']",5,False,157597.0
AI00082,ML Ops Engineer,196942,Executive,Contract,Australia,Large (>250),Australia,100,"R, Tableau, SQL, MLOps, Docker",Master,19,Gaming,2024-04-01,2024-04-16,826,7.5,TechCorp Inc,Fully Remote,"['r', 'tableau', 'sql', 'mlops', 'docker']",5,False,196942.0
AI00083,Machine Learning Researcher,207548,Executive,Contract,Canada,Medium (50-250),Canada,0,"NLP, Azure, Spark, Data Visualization",PhD,10,Energy,2024-02-05,2024-03-11,2292,6.7,Cognitive Computing,Onsite,"['nlp', 'azure', 'spark', 'data visualization']",4,False,207548.0
AI00084,NLP Engineer,68838,Mid-Level,Freelance,Sweden,Small (<50),Sweden,50,"Java, SQL, Spark, Tableau, Azure",PhD,3,Automotive,2024-06-20,2024-08-12,804,7.4,TechCorp Inc,Hybrid,"['java', 'sql', 'spark', 'tableau', 'azure']",5,False,68838.0
AI00085,ML Ops Engineer,125666,Executive,Freelance,Finland,Large (>250),Finland,100,"Docker, Python, Git, Kubernetes, Java",PhD,13,Telecommunications,2024-06-19,2024-08-22,757,8.4,TechCorp Inc,Fully Remote,"['docker', 'python', 'git', 'kubernetes', 'java']",5,False,125666.0
AI00086,NLP Engineer,73174,Entry-Level,Full-Time,Denmark,Medium (50-250),Denmark,50,"Git, MLOps, Hadoop, Python, Spark",Associate,0,Finance,2024-07-14,2024-09-08,678,6.4,Machine Intelligence Group,Hybrid,"['git', 'mlops', 'hadoop', 'python', 'spark']",5,False,73174.0
AI00087,Autonomous Systems Engineer,33314,Entry-Level,Contract,Israel,Small (<50),India,50,"SQL, Kubernetes, Docker",Bachelor,0,Manufacturing,2025-04-16,2025-06-15,1207,8.3,Future Systems,Hybrid,"['sql', 'kubernetes', 'docker']",3,False,33314.0
AI00088,AI Specialist,69914,Entry-Level,Full-Time,United States,Small (<50),United States,100,"R, NLP, SQL, GCP",Associate,0,Transportation,2025-02-15,2025-04-15,1517,7.0,Smart Analytics,Fully Remote,"['r', 'nlp', 'sql', 'gcp']",4,False,69914.0
AI00089,Principal Data Scientist,152118,Executive,Freelance,France,Medium (50-250),France,50,"Spark, SQL, Python, Mathematics, Linux",Master,11,Automotive,2024-05-20,2024-07-14,1294,6.9,AI Innovations,Hybrid,"['spark', 'sql', 'python', 'mathematics', 'linux']",5,False,152118.0
AI00090,AI Software Engineer,78014,Entry-Level,Contract,France,Large (>250),France,50,"PyTorch, Hadoop, Scala, Computer Vision",PhD,0,Real Estate,2024-11-19,2024-12-07,841,6.8,Digital Transformation LLC,Hybrid,"['pytorch', 'hadoop', 'scala', 'computer vision']",4,False,78014.0
AI00091,Research Scientist,48466,Entry-Level,Part-Time,Canada,Small (<50),Canada,100,"Hadoop, Spark, Kubernetes, Python",Bachelor,0,Automotive,2025-03-10,2025-05-14,1146,5.7,Predictive Systems,Fully Remote,"['hadoop', 'spark', 'kubernetes', 'python']",4,False,48466.0
AI00092,Data Analyst,97997,Senior-Level,Contract,France,Small (<50),France,50,"Hadoop, Python, TensorFlow, R, Statistics",PhD,8,Technology,2024-06-19,2024-07-16,2419,6.0,Algorithmic Solutions,Hybrid,"['hadoop', 'python', 'tensorflow', 'r', 'statistics']",5,False,97997.0
AI00093,Principal Data Scientist,128341,Senior-Level,Freelance,Singapore,Small (<50),Singapore,0,"Computer Vision, PyTorch, GCP, Linux",Bachelor,9,Finance,2025-04-26,2025-06-15,2457,6.9,Neural Networks Co,Onsite,"['computer vision', 'pytorch', 'gcp', 'linux']",4,False,128341.0
AI00094,AI Research Scientist,111528,Mid-Level,Freelance,United States,Large (>250),United States,0,"Java, Hadoop, Mathematics",PhD,3,Real Estate,2024-03-01,2024-05-08,1299,9.5,Predictive Systems,Onsite,"['java', 'hadoop', 'mathematics']",3,False,111528.0
AI00095,Machine Learning Researcher,138945,Executive,Part-Time,Canada,Small (<50),Canada,50,"Linux, R, NLP, PyTorch, Git",Master,19,Education,2024-07-10,2024-09-15,1559,8.9,DeepTech Ventures,Hybrid,"['linux', 'r', 'nlp', 'pytorch', 'git']",5,False,138945.0
